,year,co2,gdp
936,1988,99.743,256045023232.0
937,1989,106.792,265237135360.0
938,1990,120.293,273278730240.0
939,1991,123.362,278661955584.0
940,1992,122.488,283324055552.0
941,1993,121.423,280980160512.0
942,1994,124.795,290439823360.0
943,1995,125.933,297776709632.0
944,1996,129.475,302932623360.0
945,1997,123.984,314603208704.0
946,1998,130.212,321260519424.0
947,1999,124.704,333156122624.0
948,2000,126.72,345736773632.0
949,2001,126.064,349022420992.0
950,2002,126.861,355720200192.0
951,2003,128.246,358964166656.0
952,2004,128.779,372527267840.0
953,2005,125.636,380849782784.0
954,2006,123.88,390897631232.0
955,2007,120.477,404735590400.0
956,2008,120.176,408314871808.0
957,2009,107.732,399533047808.0
958,2010,114.558,412203548672.0
959,2011,105.02,420970561536.0
960,2012,102.356,421100945408.0
961,2013,102.666,421204131840.0
962,2014,96.887,428582862848.0
963,2015,101.062,434918719488.0
964,2016,99.602,439359012864.0
965,2017,99.126,447723831296.0
966,2018,99.874,454384320512.0
967,1958,0.125,2833502208.0
968,1959,0.103,2941793792.0
969,1960,0.161,3031729664.0
970,1961,0.128,3131826176.0
971,1962,0.136,3030477824.0
972,1963,0.121,3170164224.0
973,1964,0.143,3388837888.0
974,1965,0.15,3566214144.0
975,1966,0.114,3696920832.0
976,1967,0.143,3732750080.0
977,1968,0.154,3879617024.0
978,1969,0.202,3997114624.0
979,1970,0.282,4082305792.0
980,1971,0.293,4170868224.0
981,1972,0.388,4577951744.0
982,1973,0.381,4779049472.0
983,1974,0.407,5110665728.0
984,1975,0.443,4761257472.0
985,1976,0.26,4829592576.0
986,1977,0.297,5040642048.0
987,1978,0.363,5020204032.0
988,1979,0.366,5424330752.0
989,1980,0.48,5935497728.0
990,1981,0.387,6276125184.0
991,1982,0.443,6957657088.0
992,1983,0.404,6662364672.0
993,1984,0.448,7197473792.0
994,1985,0.686,7746780672.0
995,1986,0.624,7917095424.0
996,1987,0.474,7799295488.0
997,1988,0.508,8040683520.0
998,1989,0.57,7998171648.0
999,1990,0.579,8723574784.0
1000,1991,0.62,9020547072.0
1001,1992,0.671,9209668608.0
1002,1993,0.807,9663858688.0
1003,1994,0.912,9706565632.0
1004,1995,0.956,10500461568.0
1005,1996,1.184,10810468352.0
1006,1997,1.224,11307899904.0
1007,1998,1.114,11647427584.0
1008,1999,1.462,12157430784.0
1009,2000,1.473,12746225664.0
1010,2001,1.689,13306903552.0
1011,2002,2.11,13793054720.0
1012,2003,2.394,14127733760.0
1013,2004,2.594,14599812096.0
1014,2005,2.49,14703565824.0
1015,2006,3.351,15130030080.0
1016,2007,3.931,15874980864.0
1017,2008,3.919,16519715840.0
1018,2009,4.225,16780075008.0
1019,2010,4.679,17023196160.0
1020,2011,4.48,17416239104.0
1021,2012,4.403,18305935360.0
1022,2013,4.566,19651418112.0
1023,2014,4.796,21043177472.0
1024,2015,5.329,22279708672.0
1025,2016,6.494,23337750528.0
1026,2017,6.804,24870051840.0
1027,2018,7.434,26682034176.0
1028,1952,2.532,5286154240.0
1029,1953,2.514,5376714240.0
1030,1954,2.999,5385851904.0
1031,1955,3.434,6736110080.0
1032,1956,3.927,5844299776.0
1033,1957,4.264,6810264064.0
1034,1958,4.202,7139784192.0
1035,1959,4.817,8494394880.0
1036,1960,5.262,9302039552.0
1037,1961,5.515,9649574912.0
1038,1962,5.66,9604931584.0
1039,1963,6.296,10788425728.0
1040,1964,7.133,11950704640.0
1041,1965,7.34,12466516992.0
1042,1966,7.273,13491210240.0
1043,1967,7.346,13350540288.0
1044,1968,7.857,13960323072.0
1045,1969,8.147,15160307712.0
1046,1970,10.646,15741453312.0
1047,1971,11.473,16886890496.0
1048,1972,10.753,17800359936.0
1049,1973,12.845,18589472768.0
1050,1974,12.9,20064600064.0
1051,1975,13.46,20883060736.0
1052,1976,13.891,21245843456.0
1053,1977,13.507,23073642496.0
1054,1978,15.093,24714895360.0
1055,1979,16.416,26658056192.0
1056,1980,16.141,26958096384.0
1057,1981,17.566,27965894656.0
1058,1982,16.136,28545392640.0
1059,1983,17.376,28495874048.0
1060,1984,18.324,29023907840.0
1061,1985,18.692,29393065984.0
1062,1986,19.52,30438103040.0
1063,1987,19.056,29878196224.0
1064,1988,19.663,29138452480.0
1065,1989,19.603,29517137920.0
1066,1990,19.412,26068545536.0
1067,1991,13.734,22759440384.0
1068,1992,15.029,16213873664.0
1069,1993,12.581,11076997120.0
1070,1994,3.205,11242947584.0
1071,1995,3.402,11770818560.0
1072,1996,4.24,17934745600.0
1073,1997,8.366,21766901760.0
1074,1998,10.551,24470433792.0
1075,1999,10.333,26775072768.0
1076,2000,13.702,27629668352.0
1077,2001,13.263,27937523712.0
1078,2002,14.173,28997447680.0
1079,2003,14.358,29749018624.0
1080,2004,15.462,31229566976.0
1081,2005,16.046,32159545344.0
1082,2006,17.387,33580218368.0
1083,2007,17.474,35158286336.0
1084,2008,19.959,36676653056.0
1085,2009,20.537,35937406976.0
1086,2010,21.146,35774980096.0
1087,2011,23.761,35666186240.0
1088,2012,22.134,35288068096.0
1089,2013,21.801,36129705984.0
1090,2014,19.312,36520341504.0
1091,2015,18.46,37642616832.0
1092,2016,21.73,38586310656.0
1093,2017,22.156,39806906368.0
1094,2018,22.075,41286324224.0
1095,1972,0.022,842936704.0
1096,1973,0.051,1021847744.0
1097,1974,0.088,1112449408.0
1098,1975,0.187,1206259840.0
1099,1976,0.594,1335032704.0
1100,1977,0.78,1476200576.0
1101,1978,0.832,1648605184.0
1102,1979,0.942,1883922816.0
1103,1980,0.986,2114317696.0
1104,1981,1.008,2362259200.0
1105,1982,1.099,2562518528.0
1106,1983,1.03,2867984384.0
1107,1984,1.044,3259569152.0
1108,1985,1.158,3564063232.0
1109,1986,1.066,3829274624.0
1110,1987,1.238,4148395264.0
1111,1988,1.301,4660648960.0
1112,1989,1.429,6213535232.0
1113,2009,3.855,22485499904.0
1114,2010,4.537,24958828544.0
1115,2011,4.029,27061133312.0
1116,2012,5.077,28266780672.0
1117,2013,5.663,31054362624.0
1118,2014,6.85,32048893952.0
1119,2015,5.421,31968200704.0
1120,2016,6.348,33339518976.0
1121,2017,7.077,34307698688.0
1122,2018,7.504,35844341760.0
1123,1928,5.928,48093126656.0
1124,1929,6.346,48189710336.0
1125,1930,5.514,45316800512.0
1126,1931,4.169,44327264256.0
1127,1932,4.169,45863583744.0
1128,1933,4.722,49478451200.0
1129,1934,4.623,53550284800.0
1130,1935,5.509,55056297984.0
1131,1936,5.146,60316401664.0
1132,1937,6.087,62286069760.0
1133,1938,6.094,64865640448.0
1134,1939,5.948,65550204928.0
1135,1940,6.486,66193539072.0
1136,1941,6.281,70802128896.0
1137,1942,5.867,68221296640.0
1138,1943,6.475,77735960576.0
1139,1944,5.896,80576684032.0
1140,1945,6.823,82817277952.0
1141,1946,7.46,91503345664.0
1142,1947,8.947,94744731648.0
1143,1948,7.847,103940636672.0
1144,1949,7.367,111894872064.0
1145,1950,19.659,119498719232.0
1146,1951,21.659,125334814720.0
1147,1952,24.934,134544285696.0
1148,1953,25.218,140888047616.0
1149,1954,29.676,151832707072.0
1150,1955,34.024,165244239872.0
1151,1956,36.608,170024681472.0
1152,1957,35.974,183084417024.0
1153,1958,39.054,202937303040.0
1154,1959,39.017,222726635520.0
1155,1960,46.852,243618971648.0
1156,1961,49.123,264690958336.0
1157,1962,53.586,282182189056.0
1158,1963,55.481,283741028352.0
1159,1964,56.566,293385666560.0
1160,1965,56.204,300547047424.0
1161,1966,64.065,320583729152.0
1162,1967,65.913,334149091328.0
1163,1968,77.068,366804795392.0
1164,1969,83.9,401601724416.0
1165,1970,93.247,443496726528.0
1166,1971,102.075,493683376128.0
1167,1972,113.714,552789540864.0
1168,1973,131.702,629980135424.0
1169,1974,142.616,681263693824.0
1170,1975,149.878,716641599488.0
1171,1976,154.094,790037659648.0
1172,1977,161.798,828975480832.0
1173,1978,176.474,870261981184.0
1174,1979,187.112,929101316096.0
1175,1980,185.471,1014791995392.0
1176,1981,170.614,971272355840.0
1177,1982,170.812,978935414784.0
1178,1983,165.349,950507864064.0
1179,1984,167.076,1001891168256.0
1180,1985,179.589,1080097308672.0
1181,1986,196.613,1160963031040.0
1182,1987,205.333,1201712791552.0
1183,1988,207.07,1200534847488.0
1184,1989,211.445,1238775496704.0
1185,1990,218.658,1185475198976.0
1186,1991,229.394,1212665823232.0
1187,1992,233.601,1220990205952.0
1188,1993,244.306,1296907370496.0
1189,1994,254.002,1389944766464.0
1190,1995,268.678,1466460143616.0
1191,1996,289.311,1517464190976.0
1192,1997,306.949,1588456587264.0
1193,1998,317.359,1613655572480.0
1194,1999,327.256,1641348464640.0
1195,2000,340.183,1734491242496.0
1196,2001,346.166,1780379287552.0
1197,2002,347.765,1857599307776.0
1198,2003,344.645,1902060896256.0
1199,2004,361.434,2036566851584.0
1200,2005,364.371,2127880912896.0
1201,2006,368.871,2239747850240.0
1202,2007,390.573,2405103566848.0
1203,2008,412.638,2559006998528.0
1204,2009,389.775,2587477671936.0
1205,2010,440.269,2816706084864.0
1206,2011,462.58,2965069889536.0
1207,2012,498.309,3022025654272.0
1208,2013,532.418,3112905998336.0
1209,2014,557.901,3128572510208.0
1210,2015,529.353,3270706200576.0
1211,2016,492.748,2889037381632.0
1212,2017,497.413,2926999240704.0
1213,2018,477.102,2965401501696.0
1214,1928,2.139,11358382080.0
1215,1929,2.484,11638200320.0
1216,1930,2.403,12240836608.0
1217,1931,2.275,12505088000.0
1218,1932,2.638,12019397632.0
1219,1933,2.348,13016558592.0
1220,1934,2.44,11910723584.0
1221,1935,2.473,12778680320.0
1222,1936,2.513,14290021376.0
1223,1937,2.788,15698740224.0
1224,1938,3.172,15681395712.0
1225,1939,3.484,17672607744.0
1226,1940,4.1,17884878848.0
1227,1941,4.422,16021990400.0
1228,1942,5.349,15566528512.0
1229,1943,5.811,16018488320.0
1230,1944,4.389,14368995328.0
1231,1945,5.209,11870820352.0
1232,1948,6.22,15685999616.0
1233,1949,7.453,17268000768.0
1234,1950,7.498,19083315200.0
1235,1951,8.165,23008493568.0
1236,1952,9.428,21948372992.0
1237,1953,10.586,24411090944.0
1238,1954,11.392,23962413056.0
1239,1955,12.092,25677944832.0
1240,1956,12.967,25697114112.0
1241,1957,14.389,28416757760.0
1242,1958,15.627,30894757888.0
1243,1959,19.622,33358891008.0
1244,1960,22.271,36520349696.0
1245,1961,25.945,38897446912.0
1246,1962,30.704,42083991552.0
1247,1963,34.374,44009734144.0
1248,1964,42.818,47473352704.0
1249,1965,46.269,50331992064.0
1250,1966,48.716,54296723456.0
1251,1967,55.108,57224216576.0
1252,1968,59.464,58277543936.0
1253,1969,66.308,61114011648.0
1254,1970,61.174,64588677120.0
1255,1971,64.222,66703388672.0
1256,1972,66.079,69853151232.0
1257,1973,68.717,72614658048.0
1258,1974,71.137,74897571840.0
1259,1975,72.922,81059299328.0
1260,1976,72.965,83479281664.0
1261,1977,75.796,82674409472.0
1262,1978,81.207,84458676224.0
1263,1979,78.928,87710556160.0
1264,1980,77.251,85198544896.0
1265,1981,80.087,87452688384.0
1266,1982,89.844,90290364416.0
1267,1983,90.061,88586043392.0
1268,1984,87.045,91505852416.0
1269,1985,89.221,88756019200.0
1270,1986,91.172,91110694912.0
1271,1987,91.273,91271725056.0
1272,1988,86.913,90700488704.0
1273,1989,86.482,89073467392.0
1274,1990,76.699,79352520704.0
1275,1991,61.517,73266159616.0
1276,1992,57.366,68357816320.0
1277,1993,58.427,68791803904.0
1278,1994,56.405,70739017728.0
1279,1995,57.951,73463005184.0
1280,1996,58.502,67407642624.0
1281,1997,55.856,67221577728.0
1282,1998,53.175,70098747392.0
1283,1999,46.379,66353733632.0
1284,2000,45.464,70102818816.0
1285,2001,48.98,72164990976.0
1286,2002,46.155,75728076800.0
1287,2003,50.532,79961358336.0
1288,2004,49.583,85445484544.0
1289,2005,50.654,91870126080.0
1290,2006,51.892,98526781440.0
1291,2007,55.738,106110869504.0
1292,2008,54.076,112832528384.0
1293,2009,45.812,109081829376.0
1294,2010,47.859,110804590592.0
1295,2011,53.175,113286381568.0
1296,2012,48.339,113317797888.0
1297,2013,42.679,114286280704.0
1298,2014,45.266,115783073792.0
1299,2015,48.261,119894269952.0
1300,2016,45.484,123884560384.0
1301,2017,47.57,128228638720.0
1302,2018,43.616,132183449600.0
1303,1958,0.004,4425451520.0
1304,1959,0.007,4588183040.0
1305,1960,0.044,4724687872.0
1306,1961,0.092,4910251008.0
1307,1962,0.084,5214810112.0
1308,1963,0.088,5145849856.0
1309,1964,0.11,5264409088.0
1310,1965,0.103,5469261312.0
1311,1966,0.103,5493825536.0
1312,1967,0.103,5974044160.0
1313,1968,0.103,6162626048.0
1314,1969,0.121,6286241792.0
1315,1970,0.143,6300887040.0
1316,1971,0.15,6541175808.0
1317,1972,0.161,6808658944.0
1318,1973,0.169,6454900224.0
1319,1974,0.205,6324905984.0
1320,1975,0.22,6059268096.0
1321,1976,0.209,5989425664.0
1322,1977,0.249,6421258752.0
1323,1978,0.348,7164371968.0
1324,1979,0.407,7235379712.0
1325,1980,0.432,7360690176.0
1326,1981,0.557,7678602752.0
1327,1982,0.575,7851839488.0
1328,1983,0.594,7760300544.0
1329,1984,0.465,7886109184.0
1330,1985,0.476,8913468416.0
1331,1986,0.48,10319538176.0
1332,1987,0.517,10142656512.0
1333,1988,0.553,10990388224.0
1334,1989,0.821,10858848256.0
1335,1994,0.645,11400564736.0
1336,1995,0.624,11823049728.0
1337,1996,0.705,12896056320.0
1338,1997,0.804,13326248960.0
1339,1998,0.859,13917968384.0
1340,1999,0.916,14604707840.0
1341,2000,1.03,14546977792.0
1342,2001,0.991,15179807744.0
1343,2002,1.001,15543233536.0
1344,2003,1.075,16390236160.0
1345,2004,1.1,16718429184.0
1346,2005,1.122,17737646080.0
1347,2006,1.356,18406715392.0
1348,2007,1.591,18724202496.0
1349,2008,1.734,19365615616.0
1350,2009,1.829,19506448384.0
1351,2010,2.036,20688340992.0
1352,2011,2.131,21589788672.0
1353,2012,2.619,22989312000.0
1354,2013,2.864,24276594688.0
1355,2014,2.911,25255886848.0
1356,2015,3.715,26236008448.0
1357,2016,3.904,27615414272.0
1358,2017,4.519,29315420160.0
1359,2018,4.948,31315025920.0
1360,1950,0.009,1405700608.0
1361,1951,0.009,1485475456.0
1362,1952,0.016,1530956928.0
1363,1953,0.015,1595031040.0
1364,1954,0.006,1683704192.0
1365,1955,0.008,1736391808.0
1366,1956,0.009,1800938880.0
1367,1957,0.01,1869930112.0
1368,1958,0.01,1921836288.0
1369,1959,0.039,2034099456.0
1370,1960,0.036,2063691904.0
1371,1961,0.048,1779904128.0
1372,1962,0.044,1945978112.0
1373,1963,0.048,2024692224.0
1374,1964,0.048,2146734720.0
1375,1965,0.037,2228968960.0
1376,1966,0.048,2329584640.0
1377,1967,0.048,2544875520.0
1378,1968,0.055,2516573440.0
1379,1969,0.073,2480923136.0
1380,1970,0.062,3145068288.0
1381,1971,0.073,3244323584.0
1382,1972,0.073,3056965376.0
1383,1973,0.073,3260400896.0
1384,1974,0.092,3249841920.0
1385,1975,0.077,3246179840.0
1386,1976,0.088,3584117504.0
1387,1977,0.099,3911103232.0
1388,1978,0.103,4095032832.0
1389,1979,0.11,4165106688.0
1390,1980,0.147,4081883648.0
1391,1981,0.158,4516507136.0
1392,1982,0.158,4482358784.0
1393,1983,0.205,4616672768.0
1394,1984,0.22,4605245440.0
1395,1985,0.231,5124898304.0
1396,1986,0.234,5315582464.0
1397,1987,0.249,5518938112.0
1398,1988,0.227,5769869312.0
1399,1989,0.267,5847419392.0
1400,2008,0.209,5894788608.0
1401,2009,0.169,6197654016.0
1402,2010,0.297,6558969344.0
1403,2011,0.354,6787359744.0
1404,2012,0.379,7086795776.0
1405,2013,0.398,7430922240.0
1406,2014,0.375,7764239872.0
1407,2015,0.394,7340438016.0
1408,2016,0.467,7129464832.0
1409,2017,0.53,7354276864.0
1410,2018,0.684,7314108928.0
1411,1955,0.103,4170306304.0
1412,1956,0.132,4727680512.0
1413,1957,0.161,5040441344.0
1414,1958,0.198,5295509504.0
1415,1959,0.213,5813117440.0
1416,1960,0.234,6164508672.0
1417,1961,0.286,6102990848.0
1418,1962,0.308,6594642944.0
1419,1963,0.388,7098278400.0
1420,1964,0.337,6902566912.0
1421,1965,0.377,7229629952.0
1422,1966,0.44,7566807040.0
1423,1967,0.388,7955878912.0
1424,1968,0.462,8314689536.0
1425,1969,1.315,8435318784.0
1426,1970,1.154,7624957440.0
1427,1971,0.22,7240544768.0
1428,1972,0.092,6856060928.0
1429,1973,0.088,9336698880.0
1430,1974,0.048,7983137792.0
1431,1975,0.048,6929422848.0
1432,1976,0.048,7407833088.0
1433,1977,0.048,7991254528.0
1434,1978,0.048,8736406528.0
1435,1979,0.029,8922070016.0
1436,1980,0.286,9092188160.0
1437,1981,0.3,9211223040.0
1438,1982,0.337,9905037312.0
1439,1983,0.366,10619108352.0
1440,1984,0.41,11330466816.0
1441,1985,0.418,12046064640.0
1442,1986,0.432,12748870656.0
1443,1987,0.436,12486216704.0
1444,1988,0.451,12803095552.0
1445,1989,0.451,13115360256.0
1446,1990,1.26,13119770624.0
1447,1991,1.304,13798756352.0
1448,1992,1.348,14441154560.0
1449,1993,1.385,14671015936.0
1450,1994,1.425,15506534400.0
1451,1995,1.499,16129537024.0
1452,1996,1.517,16617856000.0
1453,1997,1.466,17146214400.0
1454,1998,1.876,17590364160.0
1455,1999,1.894,19232620544.0
1456,2000,1.975,20441458688.0
1457,2001,2.25,21596243968.0
1458,2002,2.206,22487644160.0
1459,2003,2.378,23847374848.0
1460,2004,2.444,25709400064.0
1461,2005,2.774,28450983936.0
1462,2006,2.997,30787633152.0
1463,2007,3.471,33155622912.0
1464,2008,3.867,34556530688.0
1465,2009,4.557,34483417088.0
1466,2010,5.078,34988625920.0
1467,2011,5.275,36605583360.0
1468,2012,5.576,39288827904.0
1469,2013,5.637,42198171648.0
1470,2014,6.834,45181947904.0
1471,2015,8.366,48358453248.0
1472,2016,10.922,51749834752.0
1473,2017,12.505,55370772480.0
1474,2018,14.388,59541852160.0
1475,1950,0.139,5229722624.0
1476,1951,0.183,5417063424.0
1477,1952,0.282,5620173312.0
1478,1953,0.202,5824486912.0
1479,1954,0.231,6040445952.0
1480,1955,0.234,6263419904.0
1481,1956,0.238,6493817344.0
1482,1957,0.256,6732063232.0
1483,1958,0.278,6978685952.0
1484,1959,0.278,7234105344.0
1485,1960,0.271,7437215744.0
1486,1961,0.282,7528596992.0
1487,1962,0.289,7757674496.0
1488,1963,0.3,8048988160.0
1489,1964,0.337,8333998080.0
1490,1965,0.311,8502576640.0
1491,1966,0.344,8896456704.0
1492,1967,0.458,9142134784.0
1493,1968,0.506,9741293568.0
1494,1969,0.572,10221153280.0
1495,1970,0.637,10527337472.0
1496,1971,0.809,10841244672.0
1497,1972,0.86,11317897216.0
1498,1973,0.897,11480018944.0
1499,1974,0.974,11988956160.0
1500,1975,1.161,12613605376.0
1501,1976,1.089,12847951872.0
1502,1977,1.559,13583540224.0
1503,1978,1.993,14322934784.0
1504,1979,1.815,15104234496.0
1505,1980,3.886,16648723456.0
1506,1981,5.319,19480160256.0
